component_id,component_layer,file_path,route_family,has_activation_triggers,has_input_contract,has_output_contract,has_upstream_pointer,has_downstream_pointer,has_quality_gate,has_fallback,has_validator_binding,has_lineage_fields,has_provider_boundary,depth_status,production_risk
M-034_Micro_Cliffhanger_Engine,skill,skills/script_intelligence_army/M-034-micro-cliffhanger-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-035-engagement-loop-builder,skill,skills/script_intelligence_army/M-035-engagement-loop-builder.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-035_Engagement_Loop_Builder,skill,skills/script_intelligence_army/M-035-engagement-loop-builder.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-036-emotional-spike-system,skill,skills/script_intelligence_army/M-036-emotional-spike-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-036_Emotional_Spike_System,skill,skills/script_intelligence_army/M-036-emotional-spike-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-037-reward-tease-engine,skill,skills/script_intelligence_army/M-037-reward-tease-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-037_Reward_Tease_Engine,skill,skills/script_intelligence_army/M-037-reward-tease-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-038-payoff-delivery-system,skill,skills/script_intelligence_army/M-038-payoff-delivery-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-038_Payoff_Delivery_System,skill,skills/script_intelligence_army/M-038-payoff-delivery-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-039-re-hook-system,skill,skills/script_intelligence_army/M-039-re-hook-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-039_Re_Hook_System,skill,skills/script_intelligence_army/M-039-re-hook-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-040-story-momentum-engine,skill,skills/script_intelligence_army/M-040-story-momentum-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-040_Story_Momentum_Engine,skill,skills/script_intelligence_army/M-040-story-momentum-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-041-scene-energy-analyzer,skill,skills/script_intelligence_army/M-041-scene-energy-analyzer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-041_Scene_Energy_Analyzer,skill,skills/script_intelligence_army/M-041-scene-energy-analyzer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-042-editing-optimization-engine,skill,skills/script_intelligence_army/M-042-editing-optimization-engine.py,editing;script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-042_Editing_Optimization_Engine,skill,skills/script_intelligence_army/M-042-editing-optimization-engine.skill.md,editing;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-043-cut-acceleration-system,skill,skills/script_intelligence_army/M-043-cut-acceleration-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-043_Cut_Acceleration_System,skill,skills/script_intelligence_army/M-043-cut-acceleration-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-044-visual-impact-engine,skill,skills/script_intelligence_army/M-044-visual-impact-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-044_Visual_Impact_Engine,skill,skills/script_intelligence_army/M-044-visual-impact-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-045-sound-impact-system,skill,skills/script_intelligence_army/M-045-sound-impact-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-045_Sound_Impact_System,skill,skills/script_intelligence_army/M-045-sound-impact-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-046-cinematic-enhancement-engine,skill,skills/script_intelligence_army/M-046-cinematic-enhancement-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-046_Cinematic_Enhancement_Engine,skill,skills/script_intelligence_army/M-046-cinematic-enhancement-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-047-thumbnail-psychology-engine,skill,skills/script_intelligence_army/M-047-thumbnail-psychology-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-047_Thumbnail_Psychology_Engine,skill,skills/script_intelligence_army/M-047-thumbnail-psychology-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-048-thumbnail-a-b-tester,skill,skills/script_intelligence_army/M-048-thumbnail-a-b-tester.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-048_Thumbnail_A_B_Tester,skill,skills/script_intelligence_army/M-048-thumbnail-a-b-tester.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-049-viral-distribution-planner,skill,skills/script_intelligence_army/M-049-viral-distribution-planner.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-049_Viral_Distribution_Planner,skill,skills/script_intelligence_army/M-049-viral-distribution-planner.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-050-platform-algorithm-adapter,skill,skills/script_intelligence_army/M-050-platform-algorithm-adapter.py,platform;script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-050_Platform_Algorithm_Adapter,skill,skills/script_intelligence_army/M-050-platform-algorithm-adapter.skill.md,platform;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-051-viral-multiplier-engine,skill,skills/script_intelligence_army/M-051-viral-multiplier-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-051_Viral_Multiplier_Engine,skill,skills/script_intelligence_army/M-051-viral-multiplier-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-052-engagement-feedback-analyzer,skill,skills/script_intelligence_army/M-052-engagement-feedback-analyzer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-052_Engagement_Feedback_Analyzer,skill,skills/script_intelligence_army/M-052-engagement-feedback-analyzer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-053-audience-sentiment-engine,skill,skills/script_intelligence_army/M-053-audience-sentiment-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-053_Audience_Sentiment_Engine,skill,skills/script_intelligence_army/M-053-audience-sentiment-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-054-content-optimization-engine,skill,skills/script_intelligence_army/M-054-content-optimization-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-054_Content_Optimization_Engine,skill,skills/script_intelligence_army/M-054-content-optimization-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-055-learning-memory-engine,skill,skills/script_intelligence_army/M-055-learning-memory-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-055_Learning_Memory_Engine,skill,skills/script_intelligence_army/M-055-learning-memory-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-056-growth-prediction-engine,skill,skills/script_intelligence_army/M-056-growth-prediction-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-056_Growth_Prediction_Engine,skill,skills/script_intelligence_army/M-056-growth-prediction-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-057-monetization-advisor,skill,skills/script_intelligence_army/M-057-monetization-advisor.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-057_Monetization_Advisor,skill,skills/script_intelligence_army/M-057-monetization-advisor.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-058-sponsorship-matchmaker,skill,skills/script_intelligence_army/M-058-sponsorship-matchmaker.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-058_Sponsorship_Matchmaker,skill,skills/script_intelligence_army/M-058-sponsorship-matchmaker.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-059-product-integration-engine,skill,skills/script_intelligence_army/M-059-product-integration-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-059_Product_Integration_Engine,skill,skills/script_intelligence_army/M-059-product-integration-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-060-channel-strategy-director,skill,skills/script_intelligence_army/M-060-channel-strategy-director.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-060_Channel_Strategy_Director,skill,skills/script_intelligence_army/M-060-channel-strategy-director.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
SS-001-context-packet-sanitizer,skill,skills/sub_skills/SS-001-context-packet-sanitizer.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-001-context-packet-sanitizer.subskill,skill,skills/sub_skills/SS-001-context-packet-sanitizer.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-101-elevenlabs-voice-generation-optimizer,skill,skills/sub_skills/SS-101-elevenlabs-voice-generation-optimizer.py,voice,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-101-elevenlabs-voice-generation-optimizer.subskill,skill,skills/sub_skills/SS-101-elevenlabs-voice-generation-optimizer.subskill.md,platform;script;voice,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-102-heygen-avatar-render-orchestrator,skill,skills/sub_skills/SS-102-heygen-avatar-render-orchestrator.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-102-heygen-avatar-render-orchestrator.subskill,skill,skills/sub_skills/SS-102-heygen-avatar-render-orchestrator.subskill.md,platform;voice,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-103-nanobanana-visual-generation-optimizer,skill,skills/sub_skills/SS-103-nanobanana-visual-generation-optimizer.py,image_generation,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-103-nanobanana-visual-generation-optimizer.subskill,skill,skills/sub_skills/SS-103-nanobanana-visual-generation-optimizer.subskill.md,platform,true,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-104-sora-video-generation-orchestrator,skill,skills/sub_skills/SS-104-sora-video-generation-orchestrator.py,video,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-104-sora-video-generation-orchestrator.subskill,skill,skills/sub_skills/SS-104-sora-video-generation-orchestrator.subskill.md,platform;video,true,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-105-higgsfield-cinematic-motion-director,skill,skills/sub_skills/SS-105-higgsfield-cinematic-motion-director.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-105-higgsfield-cinematic-motion-director.subskill,skill,skills/sub_skills/SS-105-higgsfield-cinematic-motion-director.subskill.md,platform;quality_gate,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-106-kling-video-prompt-optimizer,skill,skills/sub_skills/SS-106-kling-video-prompt-optimizer.py,video,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-106-kling-video-prompt-optimizer.subskill,skill,skills/sub_skills/SS-106-kling-video-prompt-optimizer.subskill.md,platform;video,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-107-suno-music-generation-optimizer,skill,skills/sub_skills/SS-107-suno-music-generation-optimizer.py,music,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-107-suno-music-generation-optimizer.subskill,skill,skills/sub_skills/SS-107-suno-music-generation-optimizer.subskill.md,audio;music;platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-108-youtube-publish-oauth-guard,skill,skills/sub_skills/SS-108-youtube-publish-oauth-guard.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-108-youtube-publish-oauth-guard.subskill,skill,skills/sub_skills/SS-108-youtube-publish-oauth-guard.subskill.md,platform;publishing;script,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-109-youtube-analytics-ingestion-governor,skill,skills/sub_skills/SS-109-youtube-analytics-ingestion-governor.py,analytics,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-109-youtube-analytics-ingestion-governor.subskill,skill,skills/sub_skills/SS-109-youtube-analytics-ingestion-governor.subskill.md,analytics;platform;video,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-110-openrouter-llm-route-governor,skill,skills/sub_skills/SS-110-openrouter-llm-route-governor.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-110-openrouter-llm-route-governor.subskill,skill,skills/sub_skills/SS-110-openrouter-llm-route-governor.subskill.md,platform,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-111-ollama-local-inference-optimizer,skill,skills/sub_skills/SS-111-ollama-local-inference-optimizer.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-111-ollama-local-inference-optimizer.subskill,skill,skills/sub_skills/SS-111-ollama-local-inference-optimizer.subskill.md,platform,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-112-ffmpeg-render-assembly-guard,skill,skills/sub_skills/SS-112-ffmpeg-render-assembly-guard.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-112-ffmpeg-render-assembly-guard.subskill,skill,skills/sub_skills/SS-112-ffmpeg-render-assembly-guard.subskill.md,audio;platform;video,false,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-113-wav2lip-lipsync-quality-guard,skill,skills/sub_skills/SS-113-wav2lip-lipsync-quality-guard.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-113-wav2lip-lipsync-quality-guard.subskill,skill,skills/sub_skills/SS-113-wav2lip-lipsync-quality-guard.subskill.md,audio;platform;video;voice,true,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-114-yt-dlp-ingestion-compliance-guard,skill,skills/sub_skills/SS-114-yt-dlp-ingestion-compliance-guard.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-114-yt-dlp-ingestion-compliance-guard.subskill,skill,skills/sub_skills/SS-114-yt-dlp-ingestion-compliance-guard.subskill.md,platform;script,true,true,true,false,true,true,true,true,false,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-115-gemini-multimodal-research-optimizer,skill,skills/sub_skills/SS-115-gemini-multimodal-research-optimizer.py,research,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-115-gemini-multimodal-research-optimizer.subskill,skill,skills/sub_skills/SS-115-gemini-multimodal-research-optimizer.subskill.md,platform;research,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-220-deep-research-agent,skill,skills/sub_skills/SS-220-deep-research-agent.py,research,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-220-deep-research-agent.subskill,skill,skills/sub_skills/SS-220-deep-research-agent.subskill.md,platform;research,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-221-source-credibility-evaluator,skill,skills/sub_skills/SS-221-source-credibility-evaluator.py,trend_research,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-221-source-credibility-evaluator.subskill,skill,skills/sub_skills/SS-221-source-credibility-evaluator.subskill.md,platform;research,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-222-fact-verification-engine,skill,skills/sub_skills/SS-222-fact-verification-engine.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-222-fact-verification-engine.subskill,skill,skills/sub_skills/SS-222-fact-verification-engine.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-223-knowledge-synthesizer,skill,skills/sub_skills/SS-223-knowledge-synthesizer.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-223-knowledge-synthesizer.subskill,skill,skills/sub_skills/SS-223-knowledge-synthesizer.subskill.md,platform;script,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-224-contradiction-detector,skill,skills/sub_skills/SS-224-contradiction-detector.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-224-contradiction-detector.subskill,skill,skills/sub_skills/SS-224-contradiction-detector.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-230-content-angle-generator,skill,skills/sub_skills/SS-230-content-angle-generator.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-230-content-angle-generator.subskill,skill,skills/sub_skills/SS-230-content-angle-generator.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-231-unique-value-proposition-builder,skill,skills/sub_skills/SS-231-unique-value-proposition-builder.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-231-unique-value-proposition-builder.subskill,skill,skills/sub_skills/SS-231-unique-value-proposition-builder.subskill.md,platform;script,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-232-series-strategy-planner,skill,skills/sub_skills/SS-232-series-strategy-planner.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-232-series-strategy-planner.subskill,skill,skills/sub_skills/SS-232-series-strategy-planner.subskill.md,platform,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
SS-233-content-calendar-generator,skill,skills/sub_skills/SS-233-content-calendar-generator.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-233-content-calendar-generator.subskill,skill,skills/sub_skills/SS-233-content-calendar-generator.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-234-platform-strategy-mapper,skill,skills/sub_skills/SS-234-platform-strategy-mapper.py,platform,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-234-platform-strategy-mapper.subskill,skill,skills/sub_skills/SS-234-platform-strategy-mapper.subskill.md,analytics;platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-240-hook-variation-generator,skill,skills/sub_skills/SS-240-hook-variation-generator.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-240-hook-variation-generator.subskill,skill,skills/sub_skills/SS-240-hook-variation-generator.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-241-open-loop-generator,skill,skills/sub_skills/SS-241-open-loop-generator.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-241-open-loop-generator.subskill,skill,skills/sub_skills/SS-241-open-loop-generator.subskill.md,platform;script,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-242-story-tension-builder,skill,skills/sub_skills/SS-242-story-tension-builder.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-242-story-tension-builder.subskill,skill,skills/sub_skills/SS-242-story-tension-builder.subskill.md,platform;script,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-243-pacing-controller,skill,skills/sub_skills/SS-243-pacing-controller.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-243-pacing-controller.subskill,skill,skills/sub_skills/SS-243-pacing-controller.subskill.md,platform;script,false,true,true,false,true,true,true,true,true,true,HISTORICAL_ONLY,LOW
SS-244-retention-loop-engine,skill,skills/sub_skills/SS-244-retention-loop-engine.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-244-retention-loop-engine.subskill,skill,skills/sub_skills/SS-244-retention-loop-engine.subskill.md,analytics;platform;script,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
SS-245-cliffhanger-designer,skill,skills/sub_skills/SS-245-cliffhanger-designer.py,UNKNOWN,false,false,true,false,false,false,true,false,false,false,MISSING_IO_SCHEMA,HIGH
SS-245-cliffhanger-designer.subskill,skill,skills/sub_skills/SS-245-cliffhanger-designer.subskill.md,platform,false,true,true,false,true,true,true,true,true,true,MISSING_COMMUNICATION_POINTERS,HIGH
M-121-algorithm-intelligence-core,skill,skills/swarm_expansion/M-121-algorithm-intelligence-core.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-121-algorithm-intelligence-core.skill,skill,skills/swarm_expansion/M-121-algorithm-intelligence-core.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-122-data-signal-collector,skill,skills/swarm_expansion/M-122-data-signal-collector.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-122-data-signal-collector.skill,skill,skills/swarm_expansion/M-122-data-signal-collector.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-123-algorithm-pattern-analyzer,skill,skills/swarm_expansion/M-123-algorithm-pattern-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-123-algorithm-pattern-analyzer.skill,skill,skills/swarm_expansion/M-123-algorithm-pattern-analyzer.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-124-watch-time-analyzer,skill,skills/swarm_expansion/M-124-watch-time-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-124-watch-time-analyzer.skill,skill,skills/swarm_expansion/M-124-watch-time-analyzer.skill.md,audio;platform;research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-125-retention-drop-detector,skill,skills/swarm_expansion/M-125-retention-drop-detector.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-125-retention-drop-detector.skill,skill,skills/swarm_expansion/M-125-retention-drop-detector.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-126-retention-repair-engine,skill,skills/swarm_expansion/M-126-retention-repair-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-126-retention-repair-engine.skill,skill,skills/swarm_expansion/M-126-retention-repair-engine.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-127-viral-pattern-library,skill,skills/swarm_expansion/M-127-viral-pattern-library.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-127-viral-pattern-library.skill,skill,skills/swarm_expansion/M-127-viral-pattern-library.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-128-viral-pattern-replicator,skill,skills/swarm_expansion/M-128-viral-pattern-replicator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-128-viral-pattern-replicator.skill,skill,skills/swarm_expansion/M-128-viral-pattern-replicator.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-129-thumbnail-heatmap-analyzer,skill,skills/swarm_expansion/M-129-thumbnail-heatmap-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-129-thumbnail-heatmap-analyzer.skill,skill,skills/swarm_expansion/M-129-thumbnail-heatmap-analyzer.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-130-thumbnail-optimization-engine,skill,skills/swarm_expansion/M-130-thumbnail-optimization-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-130-thumbnail-optimization-engine.skill,skill,skills/swarm_expansion/M-130-thumbnail-optimization-engine.skill.md,platform;research;script;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-131-ctr-prediction-engine,skill,skills/swarm_expansion/M-131-ctr-prediction-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-131_Ctr_Prediction_Engine,skill,skills/swarm_expansion/M-131-ctr-prediction-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-132-title-emotion-analyzer,skill,skills/swarm_expansion/M-132-title-emotion-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-132_Title_Emotion_Analyzer,skill,skills/swarm_expansion/M-132-title-emotion-analyzer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-133-curiosity-trigger-engine,skill,skills/swarm_expansion/M-133-curiosity-trigger-engine.py,UNKNOWN,true,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-133_Curiosity_Trigger_Engine,skill,skills/swarm_expansion/M-133-curiosity-trigger-engine.skill.md,script,true,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-134-psychological-hook-engine,skill,skills/swarm_expansion/M-134-psychological-hook-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
